shipment_id,ship_date_key,delivery_date_key,product_id,facility_id,customer_id,quantity,carrier,status,shipping_cost,total_weight_kg,tracking_number,delay_reason,delivery_performance_score
5417,653,681,4,13,16,4569,DB Schenker,Delayed,6277.34,1035.1,DB6929772635,Port Congestion,14.66
5418,692,308,10,2,4,4519,UPS,In Transit,7642.84,100340.24,UPS8907677712,,21.24
5419,619,471,14,10,14,2572,CMA CGM,In Transit,5335.71,158.94,CMA3192899374,,31.03
5420,465,518,17,1,15,3428,FedEx,In Transit,4655.25,123550.0,FED7498019659,,29.2
5421,70,103,12,7,14,2786,Maersk,Delivered,3585.79,138311.55,MAE7028893081,,37.73
5422,492,149,18,11,11,4721,FedEx,In Transit,7843.19,218790.0,FED3493803008,,21.16
5423,490,32,18,7,5,1245,CMA CGM,In Transit,9152.57,57690.0,CMA4140845596,,36.22
5424,616,65,3,16,12,1721,Maersk,In Transit,5600.26,301.24,MAE2510951170,,22.47
5425,419,433,12,2,14,4305,DHL,Delivered,7439.66,213601.05,DHL4609121278,,39.35
5426,576,584,19,4,16,2710,FedEx,Delivered,5352.44,45972.0,FED9163110264,,40.2
5427,488,497,11,12,9,1183,DB Schenker,Delivered,7700.63,33628.4,DB3159224002,,42.82
5428,245,273,11,5,7,399,UPS,Delivered,7260.43,11340.16,UPS1611220732,,38.04
5429,235,265,12,13,4,2399,CMA CGM,Delayed,5348.67,130045.5,CMA2990730099,,25.95
5430,38,64,20,5,12,2911,DB Schenker,Delivered,6763.11,548.6,DB8249397270,,41.1
5431,156,185,8,11,4,2197,UPS,Delivered,5757.66,1159.2,UPS9137623367,,40.4
5432,101,131,7,11,11,2457,CMA CGM,Delivered,9780.04,1088.05,CMA9742592970,,37.06
5433,47,61,13,15,15,4552,Maersk,Delivered,7731.52,299715.32,MAE1969142867,,40.85
5434,582,455,11,14,16,3478,Maersk,In Transit,9508.21,108033.12,MAE6538680417,,18.0
5435,553,352,13,14,14,4435,DB Schenker,In Transit,6506.25,319141.96,DB8972569293,,24.85
5436,51,82,1,10,1,2016,UPS,Delayed,6864.72,435.96,UPS9197522552,Security Check,21.28
5437,588,602,16,1,1,3239,DB Schenker,Delivered,6725.49,76300.0,DB3891237718,,37.85
5438,66,83,13,11,16,1447,FedEx,Delivered,7740.01,95246.44,FED9672627854,,41.91
5439,497,556,4,9,12,1385,DB Schenker,In Transit,9288.07,313.72,DB8988162708,,17.56
5440,32,52,15,13,4,482,DB Schenker,Delivered,9119.21,27.24,DB5935891302,,41.93
5441,501,663,14,6,9,4742,Maersk,In Transit,8665.59,292.98,MAE7646302991,,30.7
5442,514,547,2,12,11,1039,Maersk,Delayed,4329.53,192.6,MAE9548838254,Port Congestion,12.32
5443,317,333,10,15,16,4394,FedEx,Delivered,6575.2,89258.4,FED1104623104,,37.35
5444,518,436,19,4,6,3598,DB Schenker,In Transit,3418.04,66690.0,DB9526051909,,35.99
5445,498,168,12,13,16,1389,DHL,In Transit,7880.81,75289.5,DHL6993049918,,18.11
5446,425,563,10,13,4,415,DB Schenker,In Transit,5627.21,9206.12,DB4735158498,,27.9
5447,266,293,5,3,6,1315,DB Schenker,Delivered,3372.78,272.58,DB6475746861,,38.73
5448,474,312,4,9,1,1205,DHL,In Transit,6222.35,273.02,DHL1340544418,,25.16
5449,606,106,11,1,3,3476,Maersk,In Transit,5577.91,107972.8,MAE4136548265,,24.19
5450,561,595,3,12,14,985,Maersk,Delayed,10927.58,172.38,MAE3127089719,Port Congestion,10.75
5451,622,636,20,9,16,2228,DHL,In Transit,2679.63,458.8,DHL6879677455,,28.87
5452,496,503,15,14,15,2110,DHL,Delivered,6928.16,119.28,DHL7347601586,,38.03
5453,210,243,7,10,3,2581,Maersk,Delivered,11099.46,1143.04,MAE5153168807,,37.86
5454,65,82,2,12,16,1115,FedEx,Delivered,9485.49,189.18,FED1897318611,,39.14
5455,698,723,11,9,2,4783,Maersk,Delivered,7622.92,135931.12,MAE5437905567,,41.02
5456,613,645,7,1,2,4588,DB Schenker,Delayed,4629.55,2220.75,DB9855571050,Weather,12.32
5457,422,122,16,9,3,2332,CMA CGM,In Transit,9200.0,60050.0,CMA5083353964,,29.69
5458,512,519,19,1,12,2953,Maersk,Delivered,6275.32,50076.0,MAE4970797775,,39.01
5459,199,205,16,4,5,244,DB Schenker,Delayed,4234.23,6275.0,DB2241866116,Customs Delay,25.35
5460,650,175,8,7,4,621,DB Schenker,In Transit,3680.52,357.84,DB9891594817,,29.47
5461,341,351,18,12,8,1599,CMA CGM,Delivered,5589.52,67815.0,CMA6832708975,,41.64
5462,601,526,17,8,11,3466,FedEx,In Transit,11401.53,124915.0,FED1700819612,,28.35
5463,618,305,12,8,7,726,FedEx,In Transit,2880.03,39382.2,FED5333520297,,18.05
5464,642,714,22,11,15,4737,Maersk,In Transit,9912.66,390240.0,MAE4957080016,,29.16
5465,169,183,17,14,5,3540,Maersk,Delivered,11610.53,116760.0,MAE5559623834,,38.21
5466,641,674,6,12,15,3388,FedEx,Delivered,3581.57,2138.64,FED7897360800,,39.75
5467,575,606,13,9,11,2139,FedEx,Delayed,7354.4,153945.64,FED8270823782,Weather,21.94
5468,335,342,6,9,4,4648,DHL,Delivered,12287.21,2934.6,DHL4562570601,,42.02
5469,669,421,11,1,15,2127,CMA CGM,In Transit,4285.23,66050.4,CMA6137019345,,34.83
5470,13,47,2,15,4,1709,DHL,Delivered,2863.17,289.98,DHL6404460301,,38.81
5471,669,138,17,10,15,3011,DB Schenker,In Transit,5197.49,108535.0,DB9998200312,,33.13
5472,518,162,22,2,7,1902,DHL,In Transit,10756.55,156720.0,DHL7035095845,,21.2
5473,394,425,13,6,13,4644,DHL,Delivered,8547.97,305794.88,DHL9898010754,,36.88
5474,210,226,6,8,16,1737,DHL,Delayed,4095.31,1198.63,DHL3459021347,Port Congestion,20.63
5475,372,384,13,1,1,293,DB Schenker,Delivered,8170.09,19286.88,DB8767651367,,36.56
5476,133,151,5,1,14,1507,FedEx,Delivered,9362.9,312.4,FED6837196430,,39.13
5477,481,64,15,14,16,2665,DHL,In Transit,7436.8,164.64,DHL1528347856,,21.41
5478,664,698,18,15,9,4068,DB Schenker,Delivered,3107.67,172485.0,DB6521746532,,40.96
5479,660,447,1,4,16,664,DB Schenker,In Transit,5339.03,143.64,DB3124665464,,27.04
5480,505,533,16,12,10,328,FedEx,Delivered,9136.58,7725.0,FED1417920000,,38.45
5481,35,56,20,5,15,325,UPS,Processing,5426.95,67.0,UPS7925936350,,27.63
5482,694,722,22,8,15,4794,CMA CGM,Delivered,4184.69,361440.0,CMA1966015357,,38.38
5483,499,726,18,15,6,4591,Maersk,In Transit,6540.55,212760.0,MAE3866898788,,30.55
5484,724,731,6,7,14,3780,UPS,Delivered,17043.14,2386.54,UPS2570612053,,41.17
5485,43,66,20,1,1,4093,DB Schenker,Delivered,4122.79,771.4,DB7885893057,,40.95
5486,79,99,1,4,7,1617,CMA CGM,Delayed,5089.62,349.65,CMA7597641990,Strikes,25.54
5487,501,513,18,9,9,4709,Maersk,Delayed,9588.88,218205.0,MAE2072496307,Carrier Delay,12.45
5488,703,715,5,5,1,2635,CMA CGM,Delivered,8567.1,546.26,CMA4801129020,,40.75
5489,566,161,12,2,2,133,UPS,In Transit,3722.97,7213.05,UPS8226884773,,32.3
5490,410,435,2,16,5,1479,UPS,Delivered,3337.82,250.92,UPS4006925179,,42.39
5491,369,380,11,6,5,2575,DB Schenker,Delivered,6520.1,73168.16,DB1575648030,,37.5
5492,605,619,14,6,6,777,DB Schenker,Delivered,4630.44,43.92,DB4380207913,,41.33
5493,128,141,22,13,12,724,DB Schenker,Delayed,5375.99,59680.0,DB7881773483,Port Congestion,18.34
5494,549,361,18,16,6,3163,FedEx,In Transit,2716.97,146565.0,FED2015262703,,28.71
5495,448,480,18,2,10,2099,UPS,Delivered,9207.42,89010.0,UPS2027983575,,39.55
5496,587,594,4,4,7,3071,DB Schenker,Delayed,8250.36,695.86,DB2378556425,Customs Delay,14.32
5497,677,689,20,14,1,2190,Maersk,Processing,8859.44,451.0,MAE5271199143,,24.63
5498,641,605,14,2,4,1300,CMA CGM,In Transit,3814.03,80.34,CMA1187632682,,35.3
5499,669,683,18,2,16,3034,DB Schenker,Processing,4922.4,140580.0,DB8019640850,,24.5
5500,711,720,11,8,16,1311,CMA CGM,Delivered,16531.77,37247.6,CMA6098133168,,40.56
5501,462,121,22,13,11,3098,CMA CGM,In Transit,4487.6,255200.0,CMA4351177006,,31.33
5502,730,731,18,9,5,3983,DHL,Delayed,8264.72,184590.0,DHL6123218886,Port Congestion,9.47
5503,400,415,14,1,8,4424,UPS,Delivered,8378.65,250.08,UPS2153180741,,37.99
5504,153,179,21,10,8,4712,UPS,Delivered,10241.32,843.6,UPS8013103964,,39.66
5505,292,309,9,5,14,2613,UPS,Delivered,6593.93,39121.18,UPS1008113104,,38.49
5506,717,731,19,15,1,3445,CMA CGM,Delayed,5702.88,63864.0,CMA6716282548,Carrier Delay,11.71
5507,43,52,5,7,6,4550,Maersk,Delivered,6954.02,943.14,MAE4874618656,,39.74
5508,167,192,19,4,14,3340,Maersk,Delivered,7804.99,56682.0,MAE2180410215,,38.57
5509,400,434,7,16,11,3400,FedEx,Delivered,4986.95,1505.41,FED7942577377,,38.15
5510,93,117,14,8,2,4344,DHL,Delivered,3610.69,245.64,DHL3254976499,,39.48
5511,47,63,2,11,14,3172,CMA CGM,Delivered,6203.65,538.02,CMA1316688653,,37.35
5512,282,295,3,3,10,2383,UPS,Processing,6268.2,417.18,UPS3158946197,,29.12
5513,454,507,11,16,14,3410,UPS,In Transit,5011.57,105921.92,UPS5485019818,,35.07
5514,376,406,5,2,9,3492,DHL,Delayed,6442.65,791.12,DHL3621142518,Strikes,20.74
5515,159,188,9,7,7,2932,DB Schenker,Processing,6364.87,47971.91,DB2095534866,,18.54
5516,707,729,8,14,13,3202,CMA CGM,Delivered,14646.32,1690.08,CMA3861548352,,41.49
5517,728,731,11,14,1,2389,CMA CGM,Delivered,5163.39,67890.16,CMA5484556260,,41.69
5518,294,309,8,14,8,3302,DHL,Delivered,3484.29,1742.72,DHL7670528286,,41.44
5519,490,500,17,4,5,5003,UPS,Delivered,6337.24,164990.0,UPS9155878619,,37.22
5520,82,108,5,4,12,2488,CMA CGM,Delivered,6855.49,515.68,CMA7355010484,,40.64
5521,426,336,6,16,10,110,DHL,In Transit,5314.47,75.71,DHL3457113039,,34.71
5522,705,719,21,8,5,3564,CMA CGM,Delivered,9691.41,638.02,CMA4882347396,,40.21
5523,633,667,3,2,5,2833,DB Schenker,Processing,4192.24,495.89,DB9960384520,,25.5
5524,279,306,16,16,9,1923,CMA CGM,Delivered,7262.91,45300.0,CMA3284855610,,39.44
5525,224,235,22,4,3,2550,DB Schenker,Delivered,4326.45,192240.0,DB3170466194,,39.9
5526,493,525,16,13,9,3947,DHL,Delivered,3511.16,92975.0,DHL5945041624,,36.71
5527,534,554,8,3,7,383,DB Schenker,Delivered,3847.74,202.16,DB3173372310,,40.6
5528,482,516,3,7,6,2792,Maersk,Delivered,6450.65,447.27,MAE3369035967,,37.01
5529,439,696,3,10,8,3501,DB Schenker,In Transit,10993.18,612.85,DB3359016166,,30.43
5530,280,290,21,2,14,2581,FedEx,Delivered,7083.63,462.08,FED1888298264,,38.38
5531,374,393,6,1,8,3564,UPS,Delivered,2519.57,2249.86,UPS5064203743,,40.0
5532,645,248,18,1,13,1012,DB Schenker,In Transit,3792.45,46890.0,DB3801560803,,27.19
5533,308,315,14,7,4,163,DB Schenker,Delivered,5235.62,9.24,DB6112674611,,40.94
5534,726,698,14,9,2,2750,UPS,In Transit,4544.65,169.92,UPS1428649690,,34.29
5535,513,538,11,10,13,349,Maersk,Delivered,4356.03,9922.64,MAE5306444804,,37.54
5536,215,239,9,2,4,1406,Maersk,Delivered,7906.04,21054.25,MAE6861920123,,37.16
5537,340,362,13,2,5,1451,FedEx,Processing,9539.52,104400.72,FED2730564907,,19.05
5538,170,195,19,12,3,2589,DHL,Delivered,6385.58,43920.0,DHL1251826032,,42.14
5539,565,597,15,4,15,4455,DHL,Processing,7949.14,275.28,DHL3949297477,,23.98
5540,401,667,18,13,14,4756,FedEx,In Transit,4020.7,220410.0,FED1938731890,,30.77
5541,236,269,4,14,12,2451,DHL,Delivered,9289.13,507.98,DHL6726717967,,37.18
5542,688,700,6,1,2,3785,DHL,Delivered,6885.23,2389.89,DHL7758057923,,40.67
5543,188,213,4,14,7,1450,DHL,Delivered,8172.19,300.52,DHL4602104085,,42.08
5544,614,198,11,8,11,3139,DHL,In Transit,9042.24,97507.28,DHL4635942736,,34.64
5545,454,487,16,5,10,1819,UPS,Delivered,4012.43,42825.0,UPS6260369722,,40.52
5546,615,633,18,5,5,1722,DHL,Delivered,4321.04,73035.0,DHL3152658098,,36.98
5547,572,579,1,3,12,2761,UPS,Delivered,7750.96,546.42,UPS4487697651,,37.22
5548,140,174,14,7,1,1918,CMA CGM,Delivered,8505.13,108.42,CMA6581105018,,36.81
5549,97,113,7,3,3,1150,CMA CGM,Delayed,8317.5,556.48,CMA1594350547,,20.49
5550,504,516,22,9,4,3272,FedEx,Processing,3329.53,269520.0,FED8824683578,,18.92
5551,374,395,16,15,2,4707,Maersk,Delayed,5608.5,121175.0,MAE8460869738,Carrier Delay,13.05
5552,135,152,7,3,10,1626,FedEx,Delivered,3027.35,720.04,FED3746334601,,38.97
5553,655,681,15,11,4,2510,FedEx,Delivered,7582.01,141.96,FED5649146576,,42.56
5554,158,187,11,11,11,3357,FedEx,Processing,5848.54,104263.12,FED5519284619,,25.03
5555,443,477,1,6,9,3735,UPS,Delivered,3078.98,739.2,UPS1460456839,,41.87
5556,167,178,5,11,14,514,UPS,Delivered,4891.56,106.48,UPS2106842016,,41.07
5557,727,731,14,4,6,3767,DB Schenker,Delivered,11767.72,213.0,DB1274678355,,37.22
5558,663,690,9,5,2,1163,DHL,Delivered,6929.77,17415.44,DHL7690812579,,41.23
5559,442,460,19,3,5,1012,FedEx,Delivered,6461.23,17172.0,FED4900227883,,38.26
5560,292,303,19,1,2,4945,Maersk,Delivered,8590.42,83862.0,MAE1042661274,,40.61
5561,566,582,8,6,4,2501,CMA CGM,Delivered,5141.93,1319.92,CMA9517105614,,38.68
5562,231,247,13,10,15,1977,UPS,Delivered,6710.82,130186.44,UPS4485783579,,42.92
5563,642,370,1,16,7,2498,UPS,In Transit,10572.55,540.12,UPS3751081276,,28.59
5564,484,504,7,9,1,5007,UPS,Delivered,4195.17,2217.46,UPS2292148361,,38.29
5565,385,392,2,14,3,2060,UPS,Delayed,8996.64,381.78,UPS1060953763,Port Congestion,24.57
5566,418,439,2,8,13,3261,DHL,Delayed,6854.43,604.44,DHL7542421843,Strikes,9.01
5567,505,696,8,11,2,3040,Maersk,In Transit,9173.04,1753.36,MAE8770375022,,33.24
5568,322,346,3,2,2,5218,UPS,Delivered,6050.19,835.89,UPS5003363718,,41.16
5569,33,46,20,6,4,796,Maersk,Delayed,3171.17,164.0,MAE3796973572,Carrier Delay,22.95
5570,526,549,9,3,12,5050,UPS,Delivered,3325.03,75604.62,UPS9178212044,,42.77
5571,668,683,16,2,13,204,DHL,Delivered,8029.42,4825.0,DHL6411089119,,42.77
5572,286,294,4,5,8,957,DHL,Processing,4434.16,216.92,DHL8694228894,,18.01
5573,440,454,16,9,13,5024,DB Schenker,Delivered,9935.32,118350.0,DB1128844192,,41.78
5574,16,48,1,8,5,4062,DHL,Delayed,7199.39,878.43,DHL1507453124,Strikes,19.68
5575,717,532,14,4,13,1710,DHL,In Transit,5541.74,105.66,DHL5820593888,,32.7
5576,395,415,17,7,8,2555,DHL,Delayed,7046.25,92085.0,DHL2337221683,Carrier Delay,10.79
5577,672,239,16,13,3,3440,FedEx,In Transit,6149.56,88550.0,FED9793566653,,32.73
5578,201,219,4,8,4,4003,FedEx,Processing,10773.19,906.84,FED8484256026,,29.82
5579,663,669,15,8,9,617,DHL,Delivered,8358.84,34.92,DHL6585741910,,42.36
5580,88,96,11,7,10,4340,DB Schenker,Processing,8602.08,134785.04,DB1867562954,,22.83
5581,413,420,8,7,1,2185,CMA CGM,Delivered,3583.21,1153.04,CMA6587236416,,36.75
5582,270,297,5,14,2,1654,FedEx,Delivered,11350.28,342.98,FED8491677417,,38.82
5583,35,54,1,5,15,2909,UPS,Delivered,7304.09,575.61,UPS4281623856,,41.81
5584,299,304,15,10,8,989,DB Schenker,Delivered,2754.34,55.92,DB8009416344,,41.01
5585,335,360,6,8,1,2352,DB Schenker,Delivered,10542.21,1484.72,DB8688641736,,39.45
5586,367,379,13,13,2,2805,DHL,Processing,4467.88,201883.32,DHL3597705465,,17.88
5587,411,417,5,15,11,594,FedEx,Processing,8988.25,134.64,FED6590610171,,22.67
5588,102,109,15,10,10,3295,DHL,Delivered,7867.9,186.3,DHL2687916433,,39.51
5589,357,368,22,11,5,1491,DB Schenker,Delivered,11131.59,112400.0,DB3847557781,,42.47
5590,318,336,1,13,2,2184,Maersk,Delivered,7374.18,432.18,MAE1669916699,,40.62
5591,181,191,4,6,10,3040,DHL,Processing,3667.66,688.82,DHL7802082280,,21.19
5592,583,613,11,3,13,3176,Maersk,Delayed,7708.1,98653.36,MAE3909526115,Vehicle Breakdown,17.61
5593,316,338,1,4,2,1550,DHL,Delivered,2708.43,306.81,DHL4611606670,,36.92
5594,310,337,9,13,9,3981,UPS,Processing,7004.1,65149.0,UPS8312515944,,29.7
5595,399,418,17,4,14,591,UPS,Delivered,5975.05,19495.0,UPS1874156554,,38.81
5596,671,676,21,5,5,1634,Maersk,Delivered,4258.88,292.6,MAE1889188837,,39.57
5597,359,367,15,14,15,1297,Maersk,Delivered,12608.7,73.32,MAE4661362600,,38.78
5598,124,129,1,16,3,2476,Maersk,Processing,4151.05,535.5,MAE1940303460,,25.96
5599,321,345,14,13,7,2271,DHL,Delivered,4839.19,128.4,DHL1953645839,,40.75
5600,133,141,20,6,1,4877,CMA CGM,Delivered,7290.29,919.2,CMA6472473845,,41.1
5601,372,404,22,14,12,1298,FedEx,Processing,3210.35,106960.0,FED1327924529,,20.62
5602,252,274,1,12,9,1751,DB Schenker,Processing,3042.33,378.63,DB5366251301,,21.24
5603,373,395,6,14,14,227,CMA CGM,Delivered,8849.76,143.38,CMA1587993275,,37.3
5604,293,310,16,11,1,2130,DHL,Delivered,5463.86,50175.0,DHL7559389346,,40.71
5605,618,645,9,3,6,821,DHL,Processing,4529.24,13427.05,DHL3631341219,,17.68
5606,61,76,8,16,14,2999,UPS,Delivered,4836.76,1582.56,UPS9321026645,,40.34
5607,216,237,22,4,3,4533,DB Schenker,Delivered,4440.67,341680.0,DB5864032267,,42.09
5608,239,273,13,7,5,2671,UPS,Processing,8852.5,192239.88,UPS1823502736,,28.64
5609,479,492,5,6,14,2941,DHL,Delivered,10394.01,609.62,DHL1053766943,,39.38
5610,151,181,17,4,13,1235,UPS,Delayed,6267.62,44520.0,UPS8155470870,Documentation Issue,16.47
5611,404,437,6,4,11,2397,FedEx,Processing,7228.14,1653.56,FED9845757651,,18.16
5612,26,40,14,1,8,4632,FedEx,Delivered,7997.57,261.9,FED5471943487,,40.81
5613,395,418,16,6,11,3777,UPS,Delayed,3147.69,97250.0,UPS3338442926,Port Congestion,22.69
5614,39,53,20,11,6,1711,CMA CGM,Delayed,5805.22,352.4,CMA5866231417,,20.32
5615,586,595,6,12,9,4668,DB Schenker,Processing,3005.0,3220.69,DB7030346307,,22.6
5616,321,334,5,9,16,2337,DB Schenker,Delivered,9980.39,484.44,DB7567471344,,41.89
5617,333,345,19,12,7,4302,FedEx,Delayed,10426.29,79740.0,FED2666409959,Carrier Delay,23.65
5618,378,640,8,3,13,1706,UPS,In Transit,8699.36,983.92,UPS7135717750,,28.37
5619,198,211,9,3,16,2565,Maersk,Delivered,5755.95,38406.13,MAE5889159895,,40.04
5620,116,128,18,8,13,4572,CMA CGM,Delivered,10466.4,193860.0,CMA9994471703,,37.73
5621,585,515,1,3,16,352,UPS,In Transit,7816.2,76.02,UPS9138204718,,26.85
5622,403,432,15,3,11,2003,FedEx,Delivered,4304.96,113.22,FED5851146990,,42.36
5623,350,358,8,13,11,2507,UPS,Delivered,5840.56,1322.72,UPS1278493765,,41.78
5624,631,645,4,13,11,5143,FedEx,Delivered,8059.95,1066.12,FED5536857121,,41.38
5625,17,49,20,14,1,605,DB Schenker,Delivered,6439.76,114.2,DB6553841000,,36.8
5626,234,256,12,2,9,4432,DB Schenker,Processing,4314.4,240294.6,DB8770267032,,28.04
5627,628,639,2,5,16,4208,DHL,Delayed,11137.85,779.94,DHL8258836503,Weather,16.11
5628,720,731,4,2,8,3632,CMA CGM,Delivered,17507.13,752.84,CMA9332336323,,38.7
5629,593,598,4,9,4,766,DHL,Delayed,6366.58,173.58,DHL2013948003,Strikes,17.97
5630,88,104,18,2,11,2075,DB Schenker,Delivered,9011.27,87975.0,DB1608033104,,37.08
5631,40,67,12,9,10,1487,CMA CGM,Delivered,3596.65,73762.65,CMA4620057021,,41.36
5632,390,424,13,16,7,4734,UPS,Delayed,3398.81,340665.0,UPS4196308587,Documentation Issue,18.59
5633,227,237,8,10,5,3040,UPS,Processing,7130.55,1753.36,UPS4583223888,,19.58
5634,604,503,9,8,16,548,Maersk,In Transit,3709.76,8961.96,MAE8811927921,,27.78
5635,106,124,14,14,9,928,DB Schenker,Delivered,9729.0,52.44,DB3401151739,,37.68
5636,578,599,14,8,14,706,Maersk,Delivered,7947.47,39.96,MAE8141079674,,36.86
5637,568,582,1,3,3,1018,Maersk,Delivered,10780.51,201.39,MAE3881769694,,40.28
5638,484,431,13,14,2,334,FedEx,In Transit,3683.77,24038.72,FED8526707011,,34.78
5639,219,230,4,11,9,497,Maersk,Delivered,9966.43,102.96,MAE3948749034,,36.6
5640,58,84,21,9,11,573,DHL,Processing,7408.26,112.1,DHL3693028808,,17.8
5641,327,349,7,3,11,867,UPS,Processing,4126.35,419.71,UPS3673676192,,24.55
5642,440,463,16,3,15,1150,DHL,Delivered,6449.92,27100.0,DHL3570694620,,41.77
5643,572,329,19,9,2,2191,DHL,In Transit,5593.55,40608.0,DHL3203214822,,29.27
5644,343,369,3,9,13,259,FedEx,Delivered,5351.02,41.48,FED4528551234,,38.74
5645,288,318,18,3,1,1776,Maersk,Delivered,6292.83,75330.0,MAE3429798931,,40.33
5646,132,162,8,11,13,3196,UPS,Delivered,7224.95,1686.72,UPS6717419787,,38.26
5647,158,189,2,3,5,269,UPS,Processing,3260.49,49.86,UPS1912106152,,17.52
5648,723,731,1,13,9,536,DB Schenker,Delivered,11859.59,106.05,DB1659977647,,41.23
5649,24,55,22,14,10,2064,Maersk,Delivered,8651.09,155600.0,MAE7423696770,,40.52
5650,683,702,16,8,9,787,FedEx,Delivered,6968.32,18525.0,FED9249086089,,40.23
5651,391,423,15,12,11,2299,CMA CGM,Delayed,4783.4,142.02,CMA3389833098,Security Check,21.32
5652,373,407,14,14,1,3270,Maersk,Delayed,6558.69,202.02,MAE5934936121,Carrier Delay,20.18
5653,401,409,3,11,11,1937,Maersk,Delayed,4802.34,339.15,MAE1579427913,Vehicle Breakdown,12.12
5654,448,458,22,8,2,3411,DHL,Processing,7712.31,281040.0,DHL4823607309,,21.71
5655,440,525,2,2,6,1679,Maersk,In Transit,6918.31,311.22,MAE1028422829,,27.11
5656,90,118,2,5,13,515,CMA CGM,Delivered,8506.92,87.3,CMA5665212245,,37.33
5657,593,618,22,10,7,1239,Maersk,Processing,3446.96,102080.0,MAE6868273268,,25.88
5658,222,252,11,6,12,2317,DB Schenker,Delivered,4124.52,65869.44,DB1954124796,,42.02
5659,685,697,3,12,8,3721,Maersk,Delayed,7511.19,651.44,MAE4824277937,Weather,25.12
5660,173,195,1,9,14,464,DHL,Delayed,8301.94,100.38,DHL8361427764,Weather,19.37
5661,492,503,5,10,13,3504,UPS,Delivered,9728.79,726.44,UPS4742543309,,37.68
5662,642,650,1,15,1,388,CMA CGM,Delayed,7845.42,84.0,CMA6639361486,Strikes,10.4
5663,194,220,19,7,11,2070,CMA CGM,Delivered,4311.85,35118.0,CMA9945096567,,41.72
5664,585,386,11,6,4,1359,CMA CGM,In Transit,6532.1,42224.0,CMA8120127991,,31.97
5665,383,390,19,2,12,3976,DB Schenker,Delivered,5393.82,67428.0,DB2593040488,,40.47
5666,433,445,7,8,13,419,DHL,Processing,6359.06,202.57,DHL9754356970,,27.24
5667,311,332,1,9,16,2480,DB Schenker,Delivered,9712.33,490.77,DB2109589547,,41.02
5668,526,558,8,6,12,4601,CMA CGM,Delayed,9139.47,2653.28,CMA3986836287,Vehicle Breakdown,22.92
5669,487,506,17,15,9,3335,FedEx,Delivered,8018.89,110005.0,FED7740583992,,36.85
5670,92,104,11,6,3,4313,Maersk,Delivered,6599.46,122570.24,MAE9686503328,,41.3
5671,263,269,13,7,11,1345,UPS,Delivered,9027.24,88537.96,UPS3311396594,,41.97
5672,227,236,7,11,2,261,FedEx,Delayed,7499.69,126.43,FED6002645418,Customs Delay,13.5
5673,318,327,12,2,11,4363,UPS,Delivered,9209.33,216496.8,UPS3748074850,,40.62
5674,460,474,2,12,2,835,CMA CGM,Delivered,6948.09,141.48,CMA9184098807,,38.51
5675,34,54,1,6,10,966,UPS,Delayed,8791.47,208.95,UPS5096921673,Strikes,25.04
5676,434,464,3,1,13,2531,Maersk,Delayed,10170.81,443.02,MAE8890058680,Customs Delay,9.16
5677,592,724,17,3,9,2656,FedEx,In Transit,8270.96,95725.0,FED1815348730,,31.98
5678,300,331,2,2,5,3660,DB Schenker,Delayed,4103.61,678.42,DB9928504468,Port Congestion,11.45
5679,459,466,17,13,11,1338,DB Schenker,Delivered,9493.51,44100.0,DB6505980369,,41.08
5680,505,531,3,15,16,3573,CMA CGM,Delivered,6096.13,572.39,CMA7815197829,,37.62
5681,107,139,16,13,14,1861,FedEx,Delivered,5087.13,43825.0,FED5035448081,,38.01
5682,192,204,5,14,8,720,FedEx,Delivered,6482.82,149.38,FED1118972320,,39.68
5683,457,477,2,15,3,2768,CMA CGM,Delayed,8300.79,513.0,CMA8482820900,Security Check,24.29
5684,449,469,4,15,3,4397,DHL,Delayed,7328.81,996.16,DHL6630584078,Strikes,12.22
5685,523,533,2,11,3,2877,DB Schenker,Delivered,8006.2,487.98,DB1043176165,,37.42
5686,165,175,17,1,3,414,Maersk,Delivered,11091.79,13650.0,MAE9686138204,,41.38
5687,243,248,9,5,1,2155,UPS,Delivered,11263.18,32272.59,UPS4256348198,,39.71
5688,294,320,13,11,13,3991,DHL,Delivered,8135.93,262748.8,DHL9096668277,,42.36
5689,593,613,7,13,12,2574,CMA CGM,Delivered,5601.0,1139.75,CMA7065956034,,37.44
5690,402,316,12,4,13,804,Maersk,In Transit,6465.81,43594.2,MAE9211957176,,32.69
5691,356,385,21,9,15,1066,Maersk,Processing,8312.29,208.62,MAE5965600825,,20.17
5692,496,509,7,1,13,2829,DB Schenker,Delayed,3577.24,1369.11,DB2800083924,Customs Delay,11.28
5693,538,323,2,7,11,2230,DHL,In Transit,4105.31,413.28,DHL6015253388,,33.1
5694,108,142,18,3,13,2697,UPS,Delivered,3296.48,114390.0,UPS8342831012,,40.32
5695,478,66,17,2,8,575,UPS,In Transit,4582.12,20720.0,UPS8405082011,,33.86
5696,118,127,11,2,8,1293,CMA CGM,Delivered,4970.91,36734.88,CMA7870097120,,38.48
5697,572,230,6,12,8,2467,UPS,In Transit,6972.9,1702.47,UPS9889264136,,30.57
5698,302,320,1,2,12,5112,FedEx,Delivered,6488.34,1011.57,FED5675678432,,39.1
5699,429,375,16,8,12,723,DHL,In Transit,7017.12,18625.0,DHL2711865095,,36.32
